,Left Index,Right Index,18333 X,18333 Y,18158 X,18158 Y,Epipolar
0,0,7713,206,84,216,79,0.026317193323
1,1,846,250,84,232,77,0.00384957855515
2,2,2109,250,92,110,90,8.19705115687e-06
3,3,438,318,172,106,172,0.0103385256598
4,4,720,326,172,107,172,0.00867745152157
5,5,1116,167,87,63,89,0.0160437732661
6,6,11758,215,87,133,85,0.0107216254743
7,7,584,235,83,217,77,0.00189219348475
8,8,9989,247,83,233,76,0.0123820687395
9,9,7726,251,103,86,102,0.00926392016309
10,10,1467,263,139,152,137,0.0216771356982
11,11,3231,283,23,45,22,0.0127869148111
12,12,8423,299,167,179,166,0.00915134705048
13,13,8434,299,175,255,174,0.0121332883182
14,14,929,307,143,37,143,0.00134285300232
15,15,9601,311,103,373,91,0.00631204919105
16,16,3432,246,82,232,75,0.00289903179549
17,17,1877,246,170,74,170,0.00664937533256
18,18,834,262,162,152,161,0.00342543525652
19,19,3211,298,174,245,173,0.0356775922721
20,20,4546,298,178,125,178,0.0469790909103
21,21,39,302,142,38,142,0.00533213948112
22,22,5868,146,99,277,94,0.0179120157444
23,23,6581,170,75,329,66,0.0510715087399
24,24,2690,178,79,232,74,0.00286764511748
25,25,8051,206,91,33,93,0.0130686095285
26,26,1241,206,103,116,102,0.00948892352922
27,27,5472,206,107,245,102,0.0186909173716
28,28,1816,214,83,82,83,0.00338716268779
29,29,416,234,31,241,21,0.00626054501901
30,30,5764,238,71,269,62,0.0256434576384
31,31,11938,246,87,163,83,0.0303040864001
32,32,10204,258,91,76,90,0.0296890048698
33,33,166,270,39,58,38,0.0310371508785
34,34,6823,278,79,345,66,0.0147315651834
35,35,7134,278,119,369,110,0.0080378405527
36,36,194,282,99,178,94,0.00241466531805
37,37,1070,286,11,41,10,0.0071811998506
38,38,2435,286,55,205,46,0.00752003668824
39,39,358,286,155,264,152,0.0113100472309
40,40,10799,290,11,38,10,0.021735354633
41,41,5812,294,95,273,86,0.00827609140203
42,42,12100,294,115,64,114,0.00910966054118
43,43,5910,306,23,281,6,0.00214944128965
44,44,10372,306,71,165,64,0.121187853423
45,45,323,310,95,96,92,0.00528408396256
46,46,5984,310,103,285,94,0.0218101990211
47,47,10501,314,115,85,113,0.00818482467545
48,48,1389,318,119,88,117,0.00189946328417
49,49,10942,322,131,150,128,0.0179837898387
50,50,1778,322,143,137,141,0.00146648249656
51,51,7597,322,171,102,171,0.011775730063
52,52,1112,330,139,170,136,0.00875069208559
53,53,894,350,23,177,10,0.00660367352148
54,54,6406,232,36,317,22,0.0842432319151
55,55,2753,260,168,74,168,0.00100635601198
56,56,11395,268,28,141,22,0.0132075035571
57,57,11404,272,16,193,6,0.0131433939354
58,58,2517,284,12,195,1,0.0533089580119
59,59,7724,300,12,46,10,0.117169534474
60,60,736,304,60,94,56,0.0257178717795
61,61,8104,324,32,162,22,0.0170991929412
62,62,1264,336,16,196,2,0.0257433939342
63,63,3413,262,113,83,112,0.00343273894115
64,64,1478,262,165,70,165,0.00399118460942
65,65,12119,286,105,124,102,0.00897707160171
66,66,1061,302,113,91,111,0.00796348162972
67,67,9580,306,85,365,71,0.0178045954857
68,68,11763,322,177,145,177,0.0036622177541
69,69,1471,163,111,180,109,0.0120767252552
70,70,10684,211,123,157,121,0.023359105165
71,71,4478,219,127,117,126,0.0244268519406
72,72,1038,235,15,177,8,0.104866003147
73,73,7689,235,103,127,101,0.00384998721195
74,74,1211,255,171,197,170,0.0258875226688
75,75,10204,259,91,76,90,0.00285875287072
76,76,5658,263,27,261,14,0.00339294227745
77,77,140,275,171,201,170,0.00179520788235
78,78,7724,279,11,46,10,0.0739355988284
79,79,9371,279,67,293,55,0.000175141152334
80,80,11590,299,87,121,83,0.037694845682
81,81,291,299,131,206,127,0.0172662124189
82,82,8255,303,103,80,101,0.000647465176047
83,83,9426,303,187,309,187,0.0212377237579
84,84,11713,311,151,171,149,0.0077943698333
85,85,6686,323,27,337,6,0.00765726517404
86,86,9644,323,79,95,75,0.00263953101666
87,87,2361,327,47,178,37,0.00740049912408
88,88,10150,335,55,357,36,0.0229914183799
89,89,9399,221,95,301,87,0.0163596635178
90,90,1663,225,39,59,40,0.0323887658852
91,91,82,237,31,67,31,0.000527014620651
92,92,8076,237,107,129,105,0.0168092829564
93,93,8544,237,175,72,175,0.0121785967884
94,94,8542,261,87,48,87,0.0134862770517
95,95,8299,261,115,154,112,0.00776685499743
96,96,11376,269,103,73,102,0.0133953575445
97,97,95,273,151,53,151,0.0434546082364
98,98,739,281,143,48,143,0.00598914515918
99,99,5856,285,51,277,38,0.0224018397513
100,100,6025,289,99,289,90,0.0280015312105
101,101,3746,313,35,21,34,0.00720588983551
102,102,1116,313,91,63,89,0.00757287831976
103,103,1108,313,111,114,108,0.00258578497953
104,104,7365,317,27,212,14,0.00887463954161
105,105,3460,317,183,237,183,0.0306954566624
106,106,9536,317,187,349,187,0.0496184316392
107,107,9809,321,199,33,200,0.211330885701
108,108,1,325,31,61,27,0.037233165738
109,109,3019,333,23,177,11,0.0250802719503
110,110,7687,333,47,99,41,0.00282695470678
111,111,8325,333,55,106,49,0.0089553716913
112,112,6527,333,87,325,74,0.0580716272397
113,113,2517,337,15,195,1,0.0480877620912
114,114,8222,159,88,201,85,0.0138500144824
115,115,10588,267,164,245,162,0.0487397544873
116,116,1761,311,100,187,94,0.0149097093341
117,117,8290,265,126,130,124,0.0027947450445
118,118,2116,154,102,121,102,0.0174060127765
119,119,3392,158,98,178,96,0.00244617270262
120,120,7497,202,102,89,102,0.0203551227056
121,121,12102,230,114,68,114,0.0302572319884
122,122,3283,234,82,92,81,0.0113621775476
123,123,6358,242,106,313,98,0.00505256815658
124,124,1948,250,98,85,97,0.0111484083467
125,125,6132,250,102,297,94,0.0193446492394
126,126,11570,254,102,113,100,0.0102284104313
127,127,335,258,130,140,128,0.00924160401398
128,128,834,262,162,152,161,0.00342543525652
129,129,9572,262,166,361,163,0.00146583322952
130,130,1295,266,42,61,41,0.00560403261396
131,131,568,282,22,302,5,0.018585664096
132,132,9572,282,166,361,163,0.0158159016711
133,133,1405,298,166,172,165,0.00451051525199
134,134,3211,298,174,245,173,0.0356775922721
135,135,10628,306,106,111,103,0.0199702573645
136,136,118,306,142,37,142,0.0076984579738
137,137,3309,310,126,64,125,0.00467244702185
138,138,7662,318,34,238,20,0.00765405732881
139,139,6427,318,154,317,150,0.00729231692971
140,140,3611,322,2,9,2,0.984834199209
141,141,1347,322,82,94,78,0.198505379384
142,142,6365,330,154,313,150,0.0162686188677
143,143,1545,338,30,65,25,0.0127061816111
144,144,11377,342,166,81,166,0.0111130738986
145,145,11545,173,106,138,105,0.0238998028752
146,146,8727,233,114,67,114,0.00513341746679
147,147,2782,241,110,195,106,0.0313955728359
148,148,10760,265,146,112,145,0.0059752130927
149,149,9572,265,166,361,163,0.00111778204638
150,150,8757,293,90,235,82,0.00331236226213
151,151,8503,313,110,113,107,0.0177650806295
152,152,585,313,138,273,133,0.0182348656726
153,153,6754,317,34,341,14,0.00853844642853
154,154,12150,333,102,87,99,0.0120330088577
155,155,10454,341,150,279,146,0.00498908930336
156,156,11547,315,196,190,197,0.159567975842
157,157,2882,319,8,99,1,0.0796029616288
158,158,10235,323,24,187,12,0.0101545906986
159,159,2037,146,90,102,91,0.0114501309382
160,160,729,150,98,183,96,0.0213485156109
161,161,2116,154,102,121,102,0.0174060127765
162,162,3392,158,98,178,96,0.00244617270262
163,163,224,210,94,111,93,0.0311504800394
164,164,6023,214,86,289,78,0.0018912787186
165,165,9597,226,54,373,39,0.0710798370085
166,166,504,230,42,200,35,0.0530245988107
167,167,1128,246,66,167,61,0.00999554576497
168,168,3432,246,82,232,75,0.00289903179549
169,169,335,258,130,140,128,0.00924160401398
170,170,7086,262,90,365,78,0.015490457417
171,171,11175,274,122,81,121,0.00494224471383
172,172,7609,274,154,262,151,0.00384381264383
173,173,6592,278,154,329,150,0.00583755837302
174,174,9572,282,166,361,163,0.0158159016711
175,175,118,306,142,37,142,0.0076984579738
176,176,3309,310,126,64,125,0.00467244702185
177,177,3504,220,120,1,122,0.035831814532
